,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
40758,1z1VXBSMZzbQF4pvJwDjga,PG;Nívea Soares,Música e Palavra (Acústico),Meu Universo - Acústico,38,267960,False,0.559,0.403,7,-8.107,1,0.026,0.586,0.0,0.0961,0.497,131.966,4.0,gospel
4423,2XQSgmtEY2titXhfY414dy,Boards of Canada,Music Has The Right To Children,Roygbiv,59,151520,False,0.631,0.521,4,-10.312,0,0.063,0.0201,0.923,0.103,0.118,84.033,4.0,ambient
9666,7DCVTLzUHbfJ2gOUHOCyYu,Marcelo Falcão;Filipe Ret,Louco pra Voltar,Louco pra Voltar,44,234450,False,0.707,0.83,4,-4.98,0,0.214,0.291,0.0,0.259,0.739,75.028,4.0,brazil
14434,3ZVSZs90JLO9QrNqrrhXiz,Listener Kids,Jesus Loves Me,Jesus Loves Me (Traditional Mix),53,121071,False,0.651,0.162,0,-9.652,1,0.0338,0.944,0.0,0.0891,0.212,97.794,4.0,children
24887,13wz4dgTSNfnORTpP74twz,Terrence Parker,Terrence Parker Presents: Disco Revisited,Tonights The Nite - Original Mix,7,397897,False,0.823,0.882,2,-9.45,1,0.0503,0.000264,0.0939,0.0276,0.603,123.08,4.0,detroit-techno
35495,4jUIkNdf5O9kUNHZGVs3zW,Alemão Do Forró;Gino & Geno,"Alemão do Forró, Vol. 06: O Rei do Forró Capixaba",Saudade Dela e Ela Deu,41,208274,False,0.832,0.692,11,-4.412,1,0.0523,0.731,0.0,0.0651,0.942,115.032,4.0,forro
27966,1g4C1BrGd4O1Dt5y0xue96,Culture Shock,Sequence,Renaissance (Edit),51,209549,False,0.458,0.981,1,-1.65,1,0.0518,0.0573,0.0363,0.172,0.143,173.882,4.0,drum-and-bass
26030,7LmFNUevLXGhzuo0xVwNaV,Analy,Mulán (Banda Sonora Original en Español),Mi Chica es la Razón,39,144480,False,0.393,0.534,4,-10.573,1,0.058,0.605,0.0,0.455,0.883,86.681,4.0,disney
41645,0KPcMlo0HE24n569CuYRYb,Unleash The Archers,Time Stands Still,Tonight We Ride (Video Edit),23,323142,False,0.364,0.947,2,-5.495,0,0.116,0.000317,9.19e-05,0.308,0.32,159.996,4.0,goth
20389,65zbV8Wx65LXUz1NHeYYEw,Selena Gomez,pov: it's 2019,Lose You To Love Me,0,206458,False,0.516,0.342,4,-8.985,1,0.0425,0.55,0.0,0.21,0.0993,102.819,4.0,dance
31362,3ohGDcQ2mCrnD7NBPSrdTW,Bazzi;Cordae,The Look - R&B Feels,Only Fan,0,153442,False,0.773,0.706,8,-3.008,1,0.036,0.0138,1.39e-06,0.0666,0.911,122.062,4.0,electro
32384,42ffsPSafzOh9OWlrGBYzY,CRASPORE,Asocial,Flashbacks,52,282000,False,0.564,0.824,6,-4.803,1,0.0294,7.41e-05,0.92,0.122,0.229,80.004,4.0,electronic
17788,25Ff6JPWUkl786IQeCkcCc,Free Refills,Raw Steak Black Coffee,The Mall,16,113741,True,0.504,0.982,3,1.673,0,0.204,0.00154,0.293,0.24,0.915,153.03,4.0,club
30838,6IBcJbetgmkM0tLna5rq1q,twocolors,pov: it's 2021,Bloodstream,0,180619,False,0.586,0.715,11,-5.962,0,0.159,0.013,1.15e-06,0.54,0.59,120.971,4.0,edm
22484,1gUrib1Zs9FCjWQhqQX6dh,Eisregen,Marschmusik,Fleischbrand,24,329426,False,0.446,0.939,9,-6.032,1,0.0771,2.06e-05,0.00343,0.354,0.315,140.049,4.0,death-metal
20806,6kxaaIeowajN7w21PfMLbu,Halsey,So Good,So Good,77,176058,False,0.576,0.627,3,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,4.0,dance
23387,1jkh0HKmZnBELVtNcWQ3eZ,Tony Junior;Futuristic Polar Bears;Skazi,Breathless,Breathless,52,172374,False,0.323,0.956,6,-3.971,0,0.0372,0.000116,0.533,0.123,0.0467,133.605,4.0,deep-house
7553,2Ayvf4LEGkXWSRk429AzuO,Mountain Heart,More Than I Am,More Than I Am,22,214623,False,0.675,0.431,7,-9.374,1,0.0408,0.722,0.00128,0.107,0.774,90.063,4.0,bluegrass
1857,6MMXwZyjQhw6HaIwFGW0JI,Girma Bèyènè;Akalé Wubé,Mistakes on Purpose (Ethiopiques 30),Enkèn Yèlélèbesh,45,238440,False,0.74,0.492,5,-8.72,0,0.0366,0.589,0.000796,0.119,0.893,128.648,4.0,afrobeat
41205,5qOA9jbfWAtxOJ8zY1ReYf,Within Temptation,The Silent Force,Memories,51,231186,False,0.43,0.676,10,-7.367,0,0.0272,0.15,2.47e-06,0.187,0.215,90.927,4.0,goth
18767,3ylvFvzinMnNUYbFc5uQZL,Rachel Feinstein,Thug Tears,Broads in The '40s,23,65991,True,0.68,0.778,6,-6.257,1,0.567,0.843,0.0,0.587,0.823,124.028,4.0,comedy
6463,1AlGB2QDSuanDxQYBhmdym,LIK,Misanthropic Breed,Misanthropic Breed,19,81724,False,0.162,0.522,4,-6.572,1,0.0446,0.0925,0.981,0.278,0.0836,159.835,4.0,black-metal
28646,0ygPHoBZbtcUzcAuTNjAvC,Cidade Verde Sounds,Leve,Leve,27,228458,False,0.868,0.561,6,-8.507,0,0.0441,0.392,0.0,0.0719,0.797,128.014,4.0,dub
7075,2v2LMDd1dzsG54gTTh4KB3,The Steeldrivers,Get Low (Original Motion Picture Soundtrack),East Virginia Fast,30,128759,False,0.588,0.606,2,-6.975,0,0.0306,0.564,7.6e-05,0.319,0.779,126.995,4.0,bluegrass
19172,74Qd6pAZN3m4Rb1zYJDNHs,Carrie Underwood,Best Christmas Songs 2022 | For under the Mistletoe,O Come All Ye Faithful,2,194454,False,0.248,0.308,2,-6.746,1,0.03,0.797,0.0,0.118,0.348,91.29,4.0,country
23181,39rHGt9qI4FGdLqtSksPZm,Garreth Maher,Every Little Step,Every Little Step,46,157440,False,0.668,0.925,6,-3.72,0,0.0439,0.0322,0.0,0.0405,0.661,125.084,4.0,deep-house
40244,4c2OHigULUHASnUdOEO7HQ,Valesca Mayssa;Bruna Karla,De Janeiro a Dezembro,Forma de Cuidado,44,244273,False,0.493,0.589,3,-5.857,0,0.0377,0.327,0.0,0.076,0.322,126.246,4.0,gospel
14181,3hokin2Li7Oj0HRMMwG4Se,ChuChu TV,"ChuChu TV Tamil Rhymes & Songs for Children, Vol. 1",Nila Nila Odi Vaa Baby Sleep Song,29,103557,False,0.765,0.411,9,-13.645,0,0.0905,0.679,2.49e-06,0.186,0.704,134.982,4.0,children
5727,16Bi8bLaydtmneWgVidFzm,Rustage;Shwabadi,Thunder (Zenitsu Rap) [feat. Shwabadi],Thunder (Zenitsu Rap) [feat. Shwabadi],39,177600,False,0.838,0.937,1,-4.008,1,0.221,0.332,0.0,0.611,0.296,100.018,4.0,anime
37144,64oioHzh3KksNj1HBbSniZ,Stevie Wonder,Weihnachtslieder 2022,One Little Christmas Tree,0,161693,False,0.406,0.377,10,-11.717,1,0.0597,0.764,0.0,0.272,0.717,92.23,4.0,funk
3058,47U8UsDT7LHPkZ2Jm4qnvm,Oliver Tree,20's Rock,Life Goes On,0,161803,False,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4.0,alternative
9390,0O6JAjCYkpjRxBllV4O1mw,Vera Loca,Vera Loca (Ao Vivo),Borracho y Loco (Lamento Boliviano) - Ao Vivo,47,311053,False,0.492,0.907,4,-6.063,0,0.0611,0.636,2.53e-05,0.903,0.732,126.435,4.0,brazil
28356,22szgJ9WufVHgefSgOD6Dv,Seven Lions;Echos;MitiS,Cold Skin (The Remixes),Cold Skin - MitiS Remix,49,236712,False,0.519,0.874,10,-4.219,1,0.0389,0.144,0.0016,0.0548,0.166,145.944,4.0,dub
15721,7pFRhCj70NUNZG4xMDEQj8,Jazzinuf;Etymology Records,Soul Mates,Soul Mates,59,96343,False,0.517,0.509,3,-9.917,1,0.137,0.407,0.311,0.251,0.37,74.98,4.0,chill
26578,3MxMLje6CKdVgCoA82eBgN,Roger Bart,The New Mel Brooks Musical - Young Frankenstein,"Life, Life",22,198493,False,0.358,0.603,1,-7.503,0,0.0932,0.581,0.0,0.0921,0.325,123.042,4.0,disney
29282,3G9Ngx2uvZkBNrGClRxX6f,N3WPORT;Meggie York,Runaway,Runaway,38,213333,False,0.479,0.623,2,-4.628,1,0.0384,0.109,1.86e-05,0.113,0.174,90.001,4.0,dubstep
7378,6d34dFS44aY9imSn4buqYr,Nickel Creek,This Side,House Carpenter,23,330560,False,0.57,0.187,11,-14.113,1,0.0375,0.76,0.0,0.121,0.51,86.991,4.0,bluegrass
3599,5zLtABAGH8rxBXOyEgqCgl,Royal Blood,Timeless Rock Hits,Figure It Out,0,184053,False,0.657,0.817,0,-4.415,1,0.0554,0.262,0.00679,0.248,0.651,107.992,4.0,alternative
37376,4nzbkdiJ0GzxNUhVFz43j4,Atitude 67,Atitude 67 (Ao Vivo),Casal Do Ano (Plutão) - Ao Vivo,51,207853,False,0.704,0.865,4,-5.494,1,0.0678,0.489,0.0,0.863,0.817,146.067,4.0,funk
568,4z9WDbNAKo2wAfGaMn7yjh,Andrew Foy;Renee Foy,Before You Go,Before You Go,36,195535,False,0.609,0.0866,4,-19.163,1,0.0412,0.912,0.0,0.113,0.411,167.892,3.0,acoustic
40246,5n2S5HSEs2iLV5ro1tc7bL,Jefferson & Suellen,Ele Reina (Ao Vivo),Ele Reina - Ao Vivo,44,326869,False,0.402,0.641,6,-7.217,1,0.0392,0.17,0.0,0.367,0.192,117.973,4.0,gospel
38772,5kedtQp5DHelZuobA5ufwy,Shannon & The Clams,Gone by the Dawn,How Long,25,225610,False,0.362,0.462,7,-11.32,1,0.0376,0.297,0.00121,0.0954,0.0895,112.811,4.0,garage
4103,0pNC2MAeFjea9qWOfGhtbi,aswekeepsearching,Rooh,Rooh,31,250810,False,0.537,0.69,1,-8.29,1,0.04,0.0504,0.0185,0.109,0.205,120.035,4.0,ambient
18278,3gqDcHFH3r5AQzsr3r6g0L,Sebastian Maniscalco,Sebastian LIVE,All Starts on the First Date,24,391557,True,0.365,0.728,2,-21.023,1,0.889,0.814,4.22e-06,0.93,0.196,66.737,3.0,comedy
15154,4nOinsAo9Obk6KKdqRr3c2,Christian Kuria,So,So,64,160500,False,0.539,0.407,2,-10.937,0,0.0328,0.816,0.00291,0.125,0.346,79.985,4.0,chill
3543,4OEbwdy2hgYXxShjhLtF0e,TobyMac,Santa's Christmas List,Bring On The Holidays,0,205482,False,0.588,0.723,1,-6.537,1,0.0298,0.0908,1.46e-05,0.047,0.329,124.98,4.0,alternative
38043,7em6T7mETpDEzyPg2UArtk,Royal Blood,Rock Brandneu,Honeybrains,0,186847,False,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,3.0,garage
13651,0yMeUdXZmUjLpURNnyqRZY,Barbara Tucker,Beautiful People (Remixes),Beautiful People (Underground Network Mix),2,543946,False,0.761,0.762,7,-7.82,1,0.0866,0.00347,0.0041,0.0675,0.562,124.04,4.0,chicago-house
31023,3zHq9ouUJQFQRf3cm1rRLu,Ellie Goulding,Delirium (Deluxe),"Love Me Like You Do - From ""Fifty Shades Of Grey""",79,252534,False,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,4.0,electro
35773,1Bq7vXJruKBM7Ax7eppwBL,Dorgival Dantas;Cícero Dantas,Simplesmente Dorgival Dantas (Ao Vivo),Primeiro Passo - Ao Vivo,39,239146,False,0.373,0.782,9,-6.134,1,0.192,0.803,2.3e-06,0.717,0.408,170.661,4.0,forro
14471,6jhu3T0iGJhltMDRXUTqvL,WowKidz,50 Top Hindi Nursery Rhymes,Barish Girati Ghas Pe,22,45116,False,0.897,0.274,6,-7.925,1,0.121,0.156,0.0,0.0585,0.965,149.972,4.0,children
37577,0PvGGrDNh1wD7Z84ZbP70X,DJ Ghost Floripa,Mega Funk Reload Vuk Vuk,Mega Funk Reload Vuk Vuk,46,153561,True,0.897,0.813,9,-5.331,0,0.149,0.014,0.000632,0.236,0.721,129.992,4.0,funk
37630,17mWqjqxQBMWkcnQ1tYm9r,NAFTA,Nafta,Vos No,47,220752,False,0.794,0.33,10,-10.245,0,0.0686,0.377,0.0813,0.0772,0.329,86.939,4.0,funk
2888,5ITw1gs95vZpnZlS0JUwkS,Dorothy,Anthems for Witches 2022,Wicked Ones,0,173901,False,0.563,0.647,5,-4.675,1,0.0398,0.0337,0.0,0.359,0.691,96.386,4.0,alt-rock
26253,06H5BeXjWXqjslelYiLuB7,Germaine Franco,Encanto (Original Motion Picture Soundtrack),Abre Los Ojos,56,196213,False,0.236,0.108,0,-16.376,0,0.0369,0.861,0.934,0.127,0.0631,119.983,3.0,disney
29830,2RInAfucpwkL7daWgkkDak,Rameses B,Dark & Stormy,Dark & Stormy,40,182000,False,0.825,0.724,5,-6.923,0,0.143,0.6,0.229,0.6,0.373,128.033,4.0,dubstep
4881,7614zWoEzYhgOhkHseixij,Ludovico Einaudi,Divenire (Deluxe Edition),L'Origine Nascosta,50,191906,False,0.268,0.0102,2,-20.591,0,0.0496,0.984,0.859,0.134,0.133,66.633,3.0,ambient
40440,2THQMfGTKYPhbY9LVi7e5N,Asaph Borba,Jubileu 25 Anos,Alto Preço,41,249653,False,0.386,0.437,10,-9.335,1,0.0282,0.761,0.0,0.382,0.29,107.735,4.0,gospel
322,6j9kSGlYLZdZ9sZkY9DjzY,Zack Tabudlo;James TW,Binibini (Last Day On Earth),Binibini (Last Day On Earth) (feat. James TW),54,219692,False,0.564,0.391,5,-7.655,1,0.0311,0.478,0.0,0.127,0.101,130.03,4.0,acoustic
29611,2U7k19rKiQDBkB5zy632n4,Culture Code;Dani Poppitt,Crying U Out,Crying U Out,43,195200,False,0.482,0.573,5,-7.224,1,0.0701,0.0223,2.52e-05,0.472,0.122,150.325,4.0,dubstep
22757,3Ks3K2RmCxSUcXS6cOvd43,Sodom,Agent Orange,Agent Orange,11,365320,False,0.271,0.988,4,-4.936,0,0.117,1.66e-05,0.735,0.21,0.253,114.027,4.0,death-metal
3698,2cx1tIGxn0EHZPN3pDkWsH,Sturgill Simpson,Country Road Songs,Brace for Impact - Live a Little,0,349266,False,0.616,0.706,0,-6.846,1,0.0233,0.00975,0.309,0.111,0.655,89.995,4.0,alternative
9458,7eAm1mBCgg8iC9UIrxCe1U,Leonardo Gonçalves;Kemuel,comigo,comigo,46,293018,False,0.522,0.441,5,-10.005,1,0.0253,0.821,0.00191,0.106,0.315,81.051,4.0,brazil
1983,2lXOcxoc8Ye5AXIG7Lhpey,Los Amigos Invisibles,El Paradise,Cara E' Pasmao',19,202346,False,0.715,0.925,5,-3.932,0,0.0316,0.0155,0.0779,0.158,0.898,103.006,4.0,afrobeat
17845,2nY1py09fzLOOLL9s2UZnN,Irving Force,Sigmata FM,"Get In, Get Out",16,774391,False,0.459,0.586,0,-12.31,1,0.0535,0.182,0.0119,0.112,0.126,89.985,4.0,club
21387,2LYrK7rIwqP809PneuLhQz,El Shaaki;Ley 20mil,31 de Diciembre,Tillas con barro,35,212062,False,0.801,0.953,9,-0.706,1,0.333,0.388,0.0,0.0757,0.87,90.89,4.0,dancehall
21062,4iSWQ5Eadn5tZvvG9XNzYN,Charly Black,You're Perfect,You're Perfect,57,196973,False,0.817,0.855,7,-3.282,0,0.244,0.318,0.0,0.0517,0.783,104.909,4.0,dancehall
6089,1gUrib1Zs9FCjWQhqQX6dh,Eisregen,Marschmusik,Fleischbrand,24,329426,False,0.446,0.939,9,-6.032,1,0.0771,2.06e-05,0.00343,0.354,0.315,140.049,4.0,black-metal
24946,54HDb6rcMFnEEy1d1t7GVe,Drexciya,Journey of the Deep Sea Dweller II,Positron Island - Extended Album Version,7,245511,False,0.738,0.984,7,-9.487,1,0.0624,0.0402,0.924,0.053,0.218,143.094,4.0,detroit-techno
37298,4SrjgqhVFK3dIbQS4Jll20,The Temptations,Soulful Christmas,Rudolph The Red-Nosed Reindeer - Stereo,0,189000,False,0.455,0.462,0,-11.23,1,0.0293,0.0577,0.0,0.285,0.689,94.271,4.0,funk
41144,1fFJXoQ6O6CtzeoQyfgFU2,Håkan Hellström,Håkan Boma Ye! (Live),Det kommer aldrig va över för mig (Live),32,337066,False,0.323,0.845,10,-5.089,1,0.0405,0.000534,0.0253,0.899,0.478,133.88,4.0,goth
39309,45aFYE9VOofEpluTLWVQcv,Hans Zimmer;Adam Lukas;James Everingham,Frozen Planet II (Original Television Soundtrack),The Matriarch,24,203883,False,0.212,0.371,0,-16.731,0,0.053,0.659,0.953,0.108,0.0576,119.663,4.0,german
37227,4AZ0PQq1bL575nKKfrmhzq,MC Hariel,Muito Sagaz,Muito Sagaz,55,162461,False,0.55,0.569,6,-6.943,0,0.347,0.526,0.0,0.0789,0.295,88.413,5.0,funk
6992,076gGw32LZtXrKdWBlBnVv,Antichrist Siege Machine,Purifying Blade,Antichrist Siege Machine,17,311718,False,0.193,0.99,1,-6.199,1,0.124,1.19e-06,0.848,0.0407,0.038,134.067,4.0,black-metal
13481,4Za51JkRUyhCEiIc4ojbSv,Fast Eddie,Jack to the Sound,Can U Still Dance,9,248571,False,0.75,0.865,4,-7.656,0,0.0661,0.000235,0.0726,0.0482,0.629,124.682,4.0,chicago-house
37878,4QxHonLRXXSyNVooQCkkAp,Mc Kadu,B.I.G.O.D.E,Comemoração,42,161875,False,0.799,0.602,11,-6.967,1,0.439,0.235,0.0,0.127,0.833,114.957,4.0,funk
6696,5nYxvboEEXpXPxyrUTrtya,Darkthrone,Hate Them,Det Svartner Nå,17,338173,False,0.288,0.992,1,-4.202,1,0.0808,1.7e-05,0.279,0.12,0.0599,126.17,4.0,black-metal
23262,3VQWkf0zg6397V3ql6mwMq,ESSEL,BUBBLEGUM,BUBBLEGUM,57,148538,False,0.838,0.803,6,-5.583,0,0.0713,0.00117,0.152,0.04,0.577,126.026,4.0,deep-house
32024,4w8niZpiMy6qz1mntFA5uM,DJ Snake;Selena Gomez;Ozuna;Cardi B,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",76,212500,True,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4.0,electronic
26435,7wFjkGbkPOlcsSPnECnnSX,Oliver Wallace;Frank Churchill,Dumbo,"Circus Parade - From ""Dumbo""/Score",23,88426,False,0.629,0.76,10,-11.851,1,0.0957,0.96,0.885,0.231,0.896,144.114,4.0,disney
33632,0BpKPyXhWsTaWkgXeOd1Sn,My Chemical Romance,Three Cheers for Sweet Revenge,Thank You for the Venom,67,221093,False,0.486,0.977,7,-3.463,1,0.0603,0.00237,0.0,0.298,0.413,103.501,4.0,emo
19767,3ZGT5qugV3L6AgB9DswiQp,Tyler Rich,Sad Country Songs,Trucks Don't Lie,2,209046,False,0.424,0.774,1,-4.35,1,0.0359,0.0573,8.54e-06,0.0854,0.346,76.888,4.0,country
19374,3bXofvvuyCMopFxgcnK1B0,Gabby Barrett,Good Times Country,The Good Ones,0,215140,False,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,4.0,country
30912,1xGmP8HasLB2Vcp0iBHeXP,David Guetta;Bebe Rexha,I'm Good (Blue),I'm Good (Blue) - Extended,70,219047,True,0.703,0.637,7,-4.435,0,0.0412,0.00108,0.01,0.0713,0.485,128.008,4.0,edm
37195,3tJEINlBmAWkKr2yngcmue,Marvin Gaye,Soulful Christmas,I Want To Come Home For Christmas,0,205133,False,0.309,0.564,6,-6.955,0,0.038,0.119,0.00175,0.111,0.488,179.106,3.0,funk
17366,05kufzkEAcBQ2MPkx2Pu2b,DJ Smallz 732;Kyle Edwards,Ayo Smallz,Rock Yo Hips,19,127346,False,0.869,0.872,11,-7.156,1,0.314,0.0345,0.00149,0.0836,0.333,165.117,4.0,club
40277,5CIBPhKt3X7oLNO3jdBR39,Ministério Adoração e Vida,Hoje Livre Sou (Ao Vivo),Gratidão - Ao Vivo,45,254533,False,0.536,0.325,5,-7.192,1,0.0273,0.796,2.46e-05,0.363,0.322,73.026,4.0,gospel
3117,1EeI6tvN2c7erYcOdM0Ljp,Disturbed,20's Rock,If I Ever Lose My Faith In You,0,274055,False,0.379,0.562,10,-8.078,1,0.0376,0.0741,1.17e-05,0.137,0.172,173.861,4.0,alternative
21347,0FkQNNH3nCY7sXGfV7qs1p,Escala Mercalli;Maxi Vargas,Elévate,Elévate,36,206250,False,0.906,0.567,11,-7.628,0,0.113,0.0711,1.86e-06,0.0928,0.806,123.933,4.0,dancehall
10662,16zwNbhZcwf0zO9QOfBcwC,Bassnectar,Cozza Frenzy Remix Pack v.1,Teleport Massive - 2010 Remaster,12,272000,False,0.767,0.678,11,-8.621,0,0.295,0.00546,0.000486,0.193,0.702,90.037,4.0,breakbeat
1297,3JhHQXwYAoG2ks4F6FQ6FB,Los Amigos Invisibles;Kinky,El Paradise,Anestesiada (feat. Kinky),26,224586,False,0.736,0.951,4,-3.983,0,0.0436,0.0149,0.329,0.0833,0.932,116.001,4.0,afrobeat
2886,6kvvMuXpc0njRRmx8C27N8,Static-X,Post-Millennial Noise,Cold,0,220400,False,0.457,0.962,0,-3.722,1,0.0495,0.000455,0.00271,0.319,0.721,150.039,4.0,alt-rock
18713,7MCnFTgjTZgzezR6EzMH8q,Jim Florentine;Don Jamieson,Terrorizing Telemarketers 7,"Unethical, Pt. 2",22,126409,False,0.589,0.781,11,-11.996,1,0.932,0.987,1.16e-06,0.417,0.456,72.268,3.0,comedy
34678,15u6mZTHUZ0zQrjEV0HRIs,Nusrat Fateh Ali Khan,Dillagi Vol 2,Gardashon Ke Hain Mare Huyiyie,36,818640,False,0.496,0.6,3,-9.147,1,0.0743,0.407,6.69e-06,0.199,0.775,107.36,4.0,folk
36143,0jOnZhF75V68VsBObWx2XO,Camille Saint-Saëns;Yo-Yo Ma;Kathryn Stott,Songs from the Arc of Life,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",70,174266,False,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,3.0,french
17456,1Wu6bxVoI79qR4L9wEzz3c,CABLE,Vanisher,Vanisher,39,240000,False,0.632,0.673,0,-6.576,1,0.0336,0.00109,0.0622,0.174,0.0533,100.016,4.0,club
18555,6W44Ejks6RYv1tRCvp1W9Q,Chris Lilley;Jonah Takalua,"Don't Be a Bully (Music from the TV Series ""Jonah from Tonga"")",Fobba-Licious Medley (Bonus Track),23,136153,False,0.678,0.4,7,-6.352,1,0.126,0.954,0.0,0.292,0.519,130.801,4.0,comedy
36609,636ieo1frTLl9XvQwalG1o,Thylacine,Anatolia,Anatolia,50,309840,False,0.77,0.665,1,-11.045,1,0.0671,0.406,0.862,0.109,0.172,119.998,4.0,french
19795,64xp2l0AuDU8HkTvjuH50K,Tomgang,Hjortefall,Hjortefall,45,224260,False,0.538,0.646,9,-7.093,1,0.0423,0.0805,0.00671,0.0887,0.459,160.129,4.0,country
2252,3VBvV5wMMgEkrXqILx8JnB,Sam Tinnesz,Legends Are Made,Legends Are Made,51,169758,False,0.553,0.89,0,-4.879,1,0.0413,0.123,0.0,0.139,0.674,87.871,4.0,alt-rock
8821,6YlOxoHWLjH6uVQvxUIUug,Status Quo,Rockin' All Over The World,Rockin' All Over The World,65,215333,False,0.632,0.933,0,-7.874,1,0.0326,0.236,0.00151,0.604,0.968,131.487,4.0,blues
18602,1dclB7KBIFYB4YCljaQTNl,Iliza Shlesinger,War Paint,Guys,22,167699,True,0.525,0.94,3,-5.496,0,0.943,0.847,0.0,0.976,0.197,81.375,4.0,comedy
25755,5tfqO6elC42ZwXfIN1aSDk,Jamie Jones;AMÉMÉ,Pliva,Pliva,51,244570,False,0.667,0.886,1,-6.999,1,0.0516,0.00306,0.531,0.0523,0.774,123.007,4.0,disco
28070,0q7oMII7kWTj1ZSX6GT6LU,ILLENIUM;Annika Wells,Awake,Crawl Outta Love,59,242011,True,0.377,0.723,7,-2.951,1,0.046,0.181,0.0,0.0815,0.167,84.139,4.0,dub
5374,6ZRxnIHvjN0qTVRwz3PLtO,Kensuke Ushio,DEVILMAN crybaby (Original Soundtrack),Smells Blood,63,109280,False,0.641,0.598,4,-8.485,0,0.0426,0.000586,0.863,0.121,0.161,109.999,4.0,anime
6881,3RuIhrs6JiJOBQDLtqiJXs,Therion,Cover Songs 1993-2007,Crying Days - 2000,18,271760,False,0.467,0.643,6,-4.501,0,0.0328,0.000542,0.0405,0.334,0.153,120.064,4.0,black-metal
16301,6N6ESDWoc9yeF8CvKWKxYg,Bombay Jayashri;Swetha Raj,Baahubali - The Beginning,Swapn Sunehere,39,100793,False,0.268,0.108,2,-12.058,0,0.0353,0.983,0.0,0.115,0.331,82.176,4.0,classical
29943,5PwnEJlR6bhGEzygyEHsLb,WE ARE FURY;Micah Martin,DUALITY,Echoes,42,240000,False,0.649,0.658,7,-6.524,0,0.0299,0.0175,3.94e-05,0.135,0.0494,100.02,4.0,dubstep
23948,3UZ5r4fVgvUGEWOwnTGia8,Alfred Heinrichs;Haexxa,IAM ALFRED HEINRICHS feat. Haexxa,Like a Movie feat. Haexxa,26,350892,False,0.806,0.491,9,-8.013,0,0.0474,0.00795,0.653,0.0885,0.143,140.004,4.0,deep-house
18743,2qKOnbNBchSKEo2ifDqFCQ,Kevin Bloody Wilson,Rides Again,I Taught Her That,22,274600,True,0.601,0.648,2,-6.724,1,0.0674,0.624,0.0,0.116,0.701,124.878,5.0,comedy
37134,4dzQiCCwu232BtcfI9gOPw,Stevie Wonder,All I Want For Christmas Is You,Someday At Christmas,0,169293,False,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4.0,funk
9241,21y8r2HgwGa3DnWFBrPJj6,Ministério Adoração e Vida,Hoje Livre Sou (Ao Vivo),Em Teu Altar - Ao Vivo,47,263560,False,0.604,0.567,4,-5.095,1,0.0236,0.715,0.000319,0.27,0.306,99.905,4.0,brazil
10759,3jFdtJZejv8HeGs2Tu6Xtu,Fluke,Oto,Squirt,11,264906,False,0.642,0.542,7,-11.446,1,0.0367,0.00224,0.183,0.397,0.725,150.116,4.0,breakbeat
29770,5AtfGqKRxHMOkuW4V2dpiW,Shuba Music,Children,Children,40,174000,False,0.507,0.915,5,-4.789,0,0.0328,0.0396,0.00205,0.186,0.311,150.024,5.0,dubstep
578,2lvcDndxZGuowLA19g4YDv,Gabrielle Aplin,Never Be the Same,Call Me,23,208400,False,0.38,0.468,1,-4.245,1,0.0318,0.243,0.0,0.0973,0.303,143.504,4.0,acoustic
30481,1YJN6nRrwKrUpY5aL3NQc6,Gryffin;Kyle Reynolds,pov: it's 2021,Best Is Yet To Come,0,215201,False,0.569,0.85,4,-3.914,1,0.0369,0.0148,0.0,0.245,0.551,122.042,4.0,edm
7844,5Aq43Qi1j27J5KQkKYYKq0,Old & In The Way,Breakdown,Working On A Building,21,155733,False,0.524,0.238,9,-17.01,1,0.0426,0.892,0.0148,0.713,0.641,98.942,4.0,bluegrass
36139,4W00lcpsSmRjJTsewJQO1j,Møme;Merryn Jeann,Autumn Vibes 2022,Aloha,0,218400,False,0.6,0.727,10,-5.978,0,0.16,0.203,6.25e-05,0.115,0.417,100.074,4.0,french
37389,0eo4fC0SupodlnCtQESLXz,James Brown,A Very 60s Christmas,Soulful Christmas,0,186546,False,0.758,0.579,8,-4.336,1,0.0358,0.649,0.000301,0.0655,0.781,113.446,4.0,funk
